黄梅戏,黄梅戏
豫剧,帅泉学唱豫剧
京剧,京剧
昆曲,昆曲
京剧,京剧现代戏
二人转,顾派东北大鼓
滑稽戏,舒悦上海滑稽
地方戏,河北梆子花木兰全剧全场戏98
地方戏,庐剧女儿生来就命苦
京剧,中国戏曲现代京剧样板戏唱段精选
河南坠子,河南坠子全集正版老片光碟转
京剧,京剧名段欣赏
评弹,长篇苏州评弹啼笑姻缘49回蒋云仙
豫剧,豫剧
越剧,2017718陈珂菡越剧专场
评弹,中篇苏州评弹西厢记26回沈伟辰孙淑英
评弹,2016年苏昆迎新春评弹
地方戏,楚剧
二人转,二人台名家唱段
地方戏,庐剧薛仁贵征东
地方戏,庐剧风流才子唐伯虎
京剧,精选京剧
地方戏,河北梆子洪湖赤卫队全剧
地方戏,河北梆子双错遗恨全剧全场戏
滑稽戏,海派滑稽18位上海滑稽老艺人传
京剧,京剧寒江
河南坠子,坠子河南坠子包公案全本胡银花全集
评弹,评弹
滑稽戏,周柏春上海滑稽
地方戏,庐剧冲喜状元
地方戏,庐剧千刀万剐恶夫人
地方戏,庐剧母子连心
地方戏,庐剧窦娥冤
评弹,苏州评弹
越剧,越剧名家王君安
豫剧,豫剧张月荣
地方戏,河北梆子丁香割肉全剧全场戏
滑稽戏,程笑亭管无灵上海滑稽
滑稽戏,顾竹君上海滑稽
地方戏,庐剧陷巢州
京剧,京剧
京剧,京剧名家名剧
秦腔,秦腔欣赏
京剧,京剧
地方戏,湖北汉剧二黄楚剧汉调
滑稽戏,王无能上海滑稽
滑稽戏,陈靓上海滑稽
滑稽戏,计一彪上海滑稽
地方戏,庐剧梁山伯与祝英台
地方戏,庐剧风流小秃子
京剧,京剧之星刘桂娟
地方戏,楚剧磁带录音
地方戏,姜翠兰楚剧专辑
地方戏,京韵大鼓创始人刘宝全老唱片孤本
滑稽戏,袁一灵上海滑稽
昆曲,昆曲
京剧,京剧
昆曲,昆曲
滑稽戏,傅子明上海滑稽
地方戏,庐剧孝子杀妻
地方戏,庐剧樊梨花
京剧,京剧经典
地方戏,河南地方戏唱腔精选
二人转,二人台经典再现
滑稽戏,江笑笑上海滑稽
滑稽戏,刘福生上海滑稽
地方戏,庐剧珍珠塔
越剧,越剧名家钱惠丽
评弹,长篇苏州评弹杨乃武与小白菜30回徐绿霞
滑稽戏,王辉荃谭义存王桂林上海滑稽
评弹,苏州弹词孽缘奇恩
越剧,越剧
京剧,京剧经典
京剧,京剧花脸
二人转,东北大鼓
黄梅戏,黄梅戏
地方戏,江苏地方戏淮海戏名家名段欣赏
地方戏,庐剧哭荒天
越剧,学越剧
京剧,京剧小段
地方戏,河北梆子经典剧目精选
二人转,二人台经典
地方戏,庐剧安安送米
评弹,弹词双金锭
越剧,越剧范派宗师范瑞娟
京剧,京剧小段
地方戏,庐剧错进洞房嫁对郎
豫剧,豫剧知识
评弹,长篇苏州评弹啼笑姻缘续37回蒋云仙
黄梅戏,听黄梅戏大全黄梅戏全剧黄梅戏选段精选
滑稽戏,郑辉顾道林上海滑稽
地方戏,河北梆子打金砖全剧全场戏98
地方戏,庐剧雷打张继保
地方戏,庐剧金镯玉环记
地方戏,庐剧六亲不认
京剧,京剧那点事京剧那点事
秦腔,秦腔
二人转,二人装正戏
越剧,越剧
地方戏,河北梆子浣纱女全剧全场戏曲
黄梅戏,抚州采茶戏春草闯堂
地方戏,庐剧李三娘挨磨
地方戏,骆玉笙京韵大鼓转
越剧,越剧名家之尹小芳
滑稽戏,曹雄上海滑稽
地方戏,庐剧孟丽君
地方戏,庐剧狸猫换太子
二人转,东北大鼓书选段
滑稽戏,姚祺儿姚勇儿上海滑稽
地方戏,庐剧桃花女
秦腔,秦腔
京剧,京剧贵妃妃醉酒李胜素
京剧,京剧
地方戏,庐剧武松杀嫂魏小波
地方戏,庐剧恶婆婆与穷媳妇
昆曲,水磨新调Kunplug张军新昆曲专辑
评弹,苏州评弹苏州说书苏州南词集锦
秦腔,秦腔
地方戏,庐剧杨乃武与小白菜
地方戏,庐剧金锁泪
越剧,越剧赏析魏春芳
评弹,长篇苏州评弹金玉蝶28回金月庵王惠兰
京剧,京剧方荣翔
评弹,苏州评弹苏州评话苏州弹词
滑稽戏,陈卫伯上海滑稽
地方戏,庐剧张彦休妻
地方戏,叶青歌仔戏新七侠五义
京剧,京剧
昆曲,昆曲牡丹亭寻梦那一答可是湖山石边
地方戏,河南曲剧
越剧,越剧
滑稽戏,张冶儿上海滑稽
滑稽戏,潘前卫裘丹莉上海滑稽
滑稽戏,杨华生张樵侬上海滑稽
地方戏,楚剧大全集湖北楚剧地方戏曲大全
豫剧,豫剧现代戏精选唱段
京剧,京剧唱段
地方戏,庐剧小戏最好听的地方戏
京剧,循环播放京剧唱段
地方戏,张筱轩京韵大鼓集
地方戏,河北梆子
昆曲,昆剧知识广播讲座
地方戏,庐剧五女拜寿
地方戏,庐剧王清明招亲
秦腔,中国秦腔
二人转,二人转
豫剧,豫剧唐派优秀传人郭志成专辑
地方戏,庐剧罗成招亲
地方戏,庐剧观音送子
黄梅戏,韩再芬黄梅戏卡拉ok
地方戏,庐剧丈夫不嫌疯老婆
京剧,京剧
地方戏,庐剧孟丽君后传
评弹,弹词真假太子
越剧,越剧名家王志萍
二人转,东北其它曲艺集锦
地方戏,庐剧薛刚反唐
地方戏,庐剧姐妹情仇
地方戏,庐剧小辞店
京剧,京剧贵妃醉酒合集
豫剧,豫剧
京剧,京剧原来如此美丽京剧的诞生棠棠姐姐
滑稽戏,笑嘻嘻沈一乐上海滑稽
滑稽戏,陈国庆上海滑稽
豫剧,豫剧大登殿李树建
豫剧,小香玉豫剧
地方戏,白派京韵大鼓名段欣赏赵学义京韵大鼓
滑稽戏,老滑稽上海滑稽
地方戏,楚剧站花墙
豫剧,豫剧
地方戏,小岚云京韵大鼓集
地方戏,河北梆子清风亭
地方戏,庐剧天仙配
地方戏,庐剧杨家将
地方戏,庐剧封神榜
昆曲,韩寅东昆曲清唱选段
黄梅戏,高码流不发经典黄梅戏选段低音质节目换源
地方戏,庐剧老表换妻
地方戏,庐剧杂种不姓杂
豫剧,豫剧艺术
豫剧,豫剧
滑稽戏,龚仁龙上海滑稽
地方戏,庐剧卖花记
京剧,京剧之星李军
京剧,洪峰京剧实况
黄梅戏,黄梅戏
越剧,越剧电视剧蝴蝶梦唱段
昆曲,昆曲
评剧,评剧杨三姐告状
滑稽戏,鲍乐乐上海滑稽
黄梅戏,黄梅戏
地方戏,庐剧十把穿金扇
地方戏,叶青歌仔戏薛平贵与王宝钏
二人转,内蒙古二人台名家名段专辑
评弹,弹词张文祥刺马
京剧,姥姥和杨洋学京剧
二人转,二人转唱段
评弹,苏州评弹
评弹,弹词流派唱腔大典cd1蒋调壹
地方戏,河南曲剧全场戏
地方戏,庐剧王强卧冰
地方戏,庐剧半夜夫妻
京剧,程派张火丁传统唱腔选
黄梅戏,黄梅戏
晋剧,晋剧胡嫦娥
滑稽戏,上海滑稽大百科
地方戏,庐剧休丁香
粤剧,粤剧
越剧,越剧版涛声依旧
京剧,京剧
滑稽戏,潘前卫上海滑稽
地方戏,河北梆子潘杨讼全剧全场戏曲
滑稽戏,杨一笑上海滑稽
京剧,优优和妈妈学京剧
地方戏,庐剧碧玉簪
黄梅戏,黄梅县经典选段
越剧,越剧名家陈颖
京剧,贝主播儿童京剧练习
地方戏,鼓曲大师骆玉笙京韵大鼓珍版典藏
滑稽戏,陈思清上海滑稽
滑稽戏,严顺开上海滑稽
地方戏,庐剧农家姑娘生皇帝
地方戏,庐剧苦菜花
地方戏,河北梆子状元打更全剧全场戏
地方戏,庐剧父霸子妻
地方戏,庐剧姐妹嫁一夫
晋剧,戏曲现场版京剧晋剧等
豫剧,豫剧
地方戏,庐剧白蛇传
评弹,苏州弹词龙凤呈样
京剧,京剧未成
京剧,我的京剧
评弹,弹词名家徐云志的流派艺术
地方戏,河北梆子伴奏
地方戏,庐剧五女复仇记
地方戏,庐剧选驸马
地方戏,庐剧丁郎寻父
昆曲,昆曲选段
二人转,二人转
京剧,京剧
二人转,二人转
二人转,东北民俗
地方戏,河北梆子
滑稽戏,连彬尧上海滑稽
地方戏,庐剧卷席筒
评剧,评剧
越剧,越剧生旦对唱散段
评弹,中篇弹词说书先生张如君赵开生蒋云仙刘韵若
黄梅戏,黄梅戏郭霄珍
滑稽戏,黄永生上海滑稽
地方戏,庐剧玉堂春
地方戏,叶青歌仔戏孔明三气周瑜
京剧,京剧唱段
地方戏,京韵大鼓精品专辑
京剧,京剧
京剧,京剧
黄梅戏,宁都采茶戏三代婆媳现场版由赣南春妍采茶演出团演出
二人转,观音菩萨东北大鼓书
滑稽戏,闲散滑稽上海滑稽
昆曲,昆曲
京剧,京剧收藏
越剧,越剧清唱
京剧,京剧锁麟囊怕流水
越剧,越剧名段欣赏
地方戏,楚剧唱段
滑稽戏,林锡彪上海滑稽
地方戏,庐剧二猪头
京剧,我所喜欢的京剧选段
评弹,长篇苏州评弹打銮驾28回王文稼严燕君
二人转,二人转靠山调
越剧,越剧
京剧,从零开始京剧学习
地方戏,庐剧钓金龟
地方戏,叶青歌仔戏新七侠五义
地方戏,河南曲剧曲剧全场戏曲剧选段
滑稽戏,薛文彬上海滑稽
